Name,IsLastYear,InLastTeam,Transfer,Year,Team,Age,Position,Games,PA,AtBats,R,H,2BH,3BH,HR,루타수,RBI,SB,CS,BB,HBP,IW,SO,DoublePlay,SacHit,SF,BA,OBP,SLG,OPS,wOBA,wRCplus,WPA,Salary,BattingRAA,StealingRAA,BRRAA,offtotRAA,DefenseRAA,PosRAA,deftotRAA,RAAadj,totRAA,repRun,RAR,RPW,WAA,WARBat,WAROff,WARStar,dWAA,WAR
이준호,FALSE,TRUE,N,2011,KIA,24,CF,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.477,196.8,,,0.2,0,0,0.2,0,0,0,0.2,0.2,0.1,0.3,9.8,0,0.03,0.03,0.03,0,0.03
이준호,FALSE,TRUE,N,2012,KIA,25,LF,113,295,255,25,58,12,4,0,78,21,4,4,29,0,0,48,5,8,3,0.227,0.303,0.306,0.609,0.285,72,,2600,-8.9,-0.9,0.3,-9.6,0,-3.4,-3.4,-9.6,-12.9,13.5,0.6,9.17,-1.4,0.5,0.43,0.06,0,0.06
이준호,TRUE,TRUE,N,2013,KIA,26,LF,55,66,60,4,12,2,0,0,14,4,0,0,3,1,0,16,1,1,1,0.2,0.246,0.233,0.48,0.23,23.5,,7000,-6,0,-0.2,-6.2,0,-0.8,-0.8,-6.2,-7.1,3.3,-3.8,9.97,-0.7,-0.27,-0.3,-0.38,0,-0.38
이창열,FALSE,TRUE,N,2014,한화,23,3B,22,25,21,5,4,2,1,0,8,3,1,0,3,1,0,6,0,0,0,0.19,0.32,0.381,0.701,0.321,68.2,0.18,,-1.1,0.2,0.1,-0.8,-0.2,0.2,0,-1,-0.9,1.4,0.6,11.41,-0.1,0.02,0.05,0.07,-0.02,0.05
이창열,FALSE,TRUE,N,2015,한화,24,,5,2,2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.5,0.636,286.4,0,3200,0.5,0,0,0.5,0.4,0,0.4,0.9,0.9,0.1,1,10.8,0.1,0.05,0.05,0.05,0.04,0.09
이창열,FALSE,TRUE,N,2017,한화,26,DH,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132.7,-0.06,3200,-0.3,0,0,-0.3,0,0,0,-0.3,-0.4,0.1,-0.3,10.79,0,-0.03,-0.03,-0.03,0,-0.03
이창열,TRUE,TRUE,N,2019,한화,28,DH,11,16,13,3,2,0,0,0,2,1,0,0,1,1,0,5,1,1,0,0.154,0.267,0.154,0.421,0.21,18.9,0.07,,-1.5,0,0.2,-1.3,0.4,-0.2,0.2,-0.9,-1.1,0.8,-0.4,9.58,-0.1,-0.09,-0.07,-0.09,0.04,-0.05
장시윤,FALSE,N,N,2015,넥센,22,3B,17,31,29,2,8,0,0,0,8,2,0,1,0,0,0,9,1,2,0,0.276,0.276,0.276,0.552,0.241,29.3,-0.24,3300,-3,-0.5,-1,-4.4,-1,0.2,-0.8,-5.4,-5.2,1.7,-3.5,10.64,-0.5,-0.15,-0.29,-0.27,-0.09,-0.36
장시윤,FALSE,N,N,2016,넥센,23,2B,9,14,10,3,2,0,0,0,2,0,0,0,3,1,0,2,1,0,0,0.2,0.429,0.2,0.629,0.35,92.7,-0.14,3300,-0.2,0,0.3,0.1,-1.8,0.1,-1.7,-1.7,-1.6,0.8,-0.8,11.42,-0.1,0.04,0.07,0.07,-0.16,-0.08
장시윤,TRUE,TRUE,Y,2018,LG,25,3B,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-130.7,-0.03,3600,-0.6,0,0,-0.7,0,0,0,-0.7,-0.7,0.1,-0.6,11.12,-0.1,-0.05,-0.05,-0.05,0,-0.05
정병곤,FALSE,N,N,2011,LG,23,3B,11,20,20,1,4,0,1,0,6,2,0,0,0,0,0,7,0,0,0,0.2,0.2,0.3,0.5,0.227,25.3,,,-1.8,0,0,-1.8,0,0.1,0.1,-1.8,-1.7,1,-0.7,9.8,-0.2,-0.08,-0.08,-0.07,0,-0.07
정병곤,FALSE,N,Y,2013,삼성,25,2B,54,71,61,12,13,1,0,0,14,5,0,0,3,1,0,15,2,5,1,0.213,0.258,0.23,0.487,0.222,17.9,,2700,-7,0,-0.2,-7.1,0,0.3,0.3,-7.1,-6.8,3.5,-3.3,9.97,-0.7,-0.34,-0.36,-0.33,0,-0.33
정병곤,FALSE,N,N,2017,삼성,29,SS,74,82,74,16,16,0,0,2,22,7,1,0,4,2,0,21,3,2,0,0.216,0.275,0.297,0.572,0.259,40.8,0.08,3500,-6.6,0.2,0.5,-5.9,4.1,1,5.1,-1.7,-0.7,4.5,3.8,10.77,-0.1,-0.27,-0.2,-0.11,0.38,0.28
정병곤,FALSE,N,N,2018,삼성,30,SS,6,16,15,1,1,0,0,0,1,2,0,0,0,0,0,5,1,0,1,0.067,0.063,0.067,0.129,0.057,-92.2,-0.28,4500,-4.3,0,-0.1,-4.5,0,0.2,0.3,-4.4,-4.2,0.9,-3.3,10.64,-0.4,-0.34,-0.35,-0.33,0,-0.33
정병곤,TRUE,TRUE,Y,2019,두산,31,2B,20,31,27,6,5,1,0,0,6,4,0,0,2,2,0,4,2,0,0,0.185,0.29,0.222,0.513,0.259,51,-0.4,,-1.8,0,0.4,-1.4,0.3,0.2,0.5,-1,-0.8,1.5,0.7,9.63,-0.1,-0.06,-0.01,0.01,0.04,0.04
조홍석,FALSE,TRUE,N,2013,롯데,23,LF,30,79,64,5,16,6,1,0,24,4,2,3,8,4,0,24,0,3,0,0.25,0.368,0.375,0.743,0.344,101.3,,,0.1,-0.9,0.1,-0.6,0,-1,-1,-0.6,-1.6,3.9,2.3,9.97,-0.2,0.41,0.33,0.23,0,0.23
조홍석,FALSE,TRUE,N,2014,롯데,24,LF,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-134.8,-0.12,2800,-1.3,0,0,-1.3,0.6,0,0.6,-0.7,-0.7,0.2,-0.5,11.41,-0.1,-0.1,-0.1,-0.1,0.05,-0.05
조홍석,FALSE,TRUE,N,2018,롯데,28,CF,39,71,62,14,14,1,0,0,15,1,0,2,6,2,0,13,2,1,0,0.226,0.314,0.242,0.556,0.268,46.8,0.05,2800,-5.4,-1,-0.1,-6.4,3.8,0,3.8,-2.6,-2.6,4,1.4,10.99,-0.2,-0.19,-0.29,-0.29,0.35,0.06
조홍석,TRUE,TRUE,N,2019,롯데,29,RF,42,66,61,8,7,2,1,0,11,5,1,0,4,0,0,14,1,0,1,0.115,0.167,0.18,0.347,0.166,-13.8,-0.63,3600,-8.8,0.2,0.4,-8.2,1.9,-0.5,1.5,-6.3,-6.8,3.2,-3.5,9.51,-0.7,-0.65,-0.59,-0.64,0.2,-0.44
최윤석,FALSE,FALSE,N,2010,SK,23,SS,47,93,76,13,7,2,0,0,9,2,7,1,8,1,0,19,1,7,1,0.092,0.186,0.118,0.305,0.15,-29.2,,,-15.3,0.9,0.1,-14.2,0,1.2,1.2,-14.2,-13,4.9,-8.1,10.47,-1.2,-1,-0.89,-0.78,0,-0.78
최윤석,FALSE,FALSE,N,2011,SK,24,SS,82,209,156,21,38,4,1,1,47,9,4,4,32,7,0,38,2,14,0,0.244,0.395,0.301,0.696,0.327,94.1,,3200,-1.4,-0.9,0,-2.3,0,2.6,2.6,-2.3,0.2,10.2,10.4,9.8,0,0.9,0.81,1.07,0,1.07
최윤석,FALSE,FALSE,N,2012,SK,25,SS,109,213,170,17,39,1,0,1,43,15,6,5,33,2,0,36,4,7,1,0.229,0.359,0.253,0.612,0.301,83.6,,5000,-3.8,-0.9,-0.5,-5.2,0,2.4,2.4,-5.2,-2.8,9.8,7,9.17,-0.3,0.65,0.5,0.76,0,0.76
최윤석,FALSE,FALSE,N,2013,SK,26,SS,45,85,67,10,13,4,0,0,17,4,0,2,13,2,0,22,3,3,0,0.194,0.342,0.254,0.595,0.294,67.6,,6000,-3.3,-0.9,-0.3,-4.5,0,1.1,1.1,-4.5,-3.5,4.2,0.8,9.97,-0.3,0.1,-0.03,0.08,0,0.08
최윤석,FALSE,TRUE,Y,2016,한화,29,SS,11,17,16,2,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0.125,0.177,0.125,0.302,0.155,-33.4,-0.21,5700,-3.2,0,0.4,-2.8,-3,0.2,-2.8,-5.8,-5.6,1,-4.6,11.28,-0.5,-0.21,-0.17,-0.16,-0.27,-0.42
최윤석,FALSE,TRUE,N,2017,한화,30,3B,21,33,32,3,7,0,0,0,7,2,0,0,0,0,0,6,0,1,0,0.219,0.219,0.219,0.438,0.197,-0.4,0.12,5200,-4.5,0,-0.2,-4.6,-0.8,0.3,-0.5,-5.4,-5.2,1.8,-3.3,10.73,-0.5,-0.28,-0.3,-0.27,-0.07,-0.34
최윤석,FALSE,TRUE,N,2018,한화,31,SS,2,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,1,,,0.726,,0.03,4800,0,0,-0.1,-0.1,0,0,0,-0.1,-0.1,0.1,0.1,11.18,0,0.01,0,0,0,0
최윤석,TRUE,TRUE,N,2019,한화,32,SS,7,15,12,3,3,0,0,0,3,1,0,0,3,0,0,4,0,0,0,0.25,0.4,0.25,0.65,0.333,102.8,-0.05,,0.1,0,0.3,0.3,-1.4,0.2,-1.2,-1,-0.9,0.7,-0.1,9.88,-0.1,0.07,0.1,0.11,-0.14,-0.03
홍성갑,FALSE,TRUE,N,2014,넥센,22,,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1,0.47,178.4,0,,0.2,0,0,0.2,0,0,0,0.2,0.2,0.1,0.3,11.41,0,0.03,0.03,0.03,0,0.03
홍성갑,FALSE,TRUE,N,2015,넥센,23,,7,10,9,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0,0,0.333,0.4,0.333,0.733,0.354,104.7,-0.09,3200,0.1,0,-0.1,0,-0.5,-0.1,-0.7,-0.5,-0.7,0.5,-0.1,10.84,-0.1,0.05,0.04,0.03,-0.05,-0.02
홍성갑,FALSE,TRUE,N,2016,넥센,24,LF,44,68,62,4,14,0,1,0,16,7,1,0,1,5,0,18,2,0,0,0.226,0.294,0.258,0.552,0.271,39.8,-0.11,3200,-5.8,0.3,-0.3,-5.8,0.1,-0.6,-0.6,-5.7,-6.4,3.9,-2.5,11.17,-0.6,-0.24,-0.24,-0.29,0.01,-0.29
홍성갑,FALSE,TRUE,N,2017,넥센,25,,7,8,7,0,1,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0.143,0.25,0.143,0.393,0.207,4.7,-0.2,3600,-1,0,0,-1.1,0.3,-0.1,0.2,-0.8,-0.9,0.4,-0.4,10.72,-0.1,-0.06,-0.07,-0.08,0.03,-0.05
홍성갑,TRUE,TRUE,N,2018,넥센,26,LF,6,8,8,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,-130.7,-0.35,3600,-2.6,0,0,-2.6,0.4,-0.1,0.3,-2.2,-2.3,0.5,-1.8,10.82,-0.2,-0.21,-0.21,-0.22,0.04,-0.18
홍재호,FALSE,TRUE,N,2010,KIA,23,3B,24,30,27,3,3,3,0,0,6,4,0,0,2,0,0,8,0,1,0,0.111,0.172,0.222,0.395,0.178,-9.5,,,-4.2,0,0,-4.2,0,0.1,0.1,-4.2,-4.1,1.6,-2.5,10.47,-0.4,-0.25,-0.25,-0.24,0,-0.24
홍재호,FALSE,TRUE,N,2011,KIA,24,3B,31,53,47,6,10,1,0,1,14,3,1,0,4,1,0,13,0,1,0,0.213,0.289,0.298,0.586,0.278,61,,2600,-2.4,0.2,0,-2.2,0,0.2,0.2,-2.2,-2,2.6,0.6,9.8,-0.2,0.02,0.04,0.06,0,0.06
홍재호,FALSE,TRUE,N,2012,KIA,25,SS,55,107,92,13,17,3,0,1,23,6,1,0,11,0,1,22,1,4,0,0.185,0.272,0.25,0.522,0.244,42.8,,3100,-6.6,0.1,-0.1,-6.5,0,1.2,1.2,-6.5,-5.3,4.9,-0.4,9.17,-0.6,-0.19,-0.18,-0.04,0,-0.04
홍재호,FALSE,TRUE,N,2013,KIA,26,SS,85,141,124,15,24,2,0,2,32,12,1,2,13,1,0,17,6,3,0,0.194,0.275,0.258,0.533,0.257,41.9,,3600,-9.8,-0.7,-0.4,-10.9,0,1.8,1.8,-10.9,-9.1,7,-2.1,9.97,-0.9,-0.27,-0.38,-0.21,0,-0.21
홍재호,FALSE,TRUE,N,2016,KIA,29,2B,22,16,13,4,1,0,0,0,1,1,0,0,2,0,0,3,0,0,1,0.077,0.188,0.077,0.264,0.152,-34.6,-0.05,3400,-3,0,-0.3,-3.4,1,0.1,1,-2.4,-2.3,0.9,-1.4,11.12,-0.2,-0.21,-0.23,-0.23,0.09,-0.14
홍재호,FALSE,TRUE,N,2017,KIA,30,2B,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,3700,0,0,0,0,0,0,0,0,0,0,0,10.87,0,0,0,0,0,0
홍재호,FALSE,TRUE,N,2018,KIA,31,2B,56,87,76,16,20,6,0,1,29,9,0,0,8,0,0,12,2,3,0,0.263,0.333,0.382,0.715,0.311,76.5,-0.57,3500,-2.9,0,-0.4,-3.3,-2.6,0.3,-2.3,-5.8,-5.5,4.9,-0.6,11.17,-0.5,0.1,0.07,0.1,-0.23,-0.13
홍재호,TRUE,TRUE,N,2019,KIA,32,2B,10,20,19,2,4,0,0,0,4,0,0,0,1,0,0,5,1,0,0,0.211,0.25,0.211,0.461,0.225,24.6,0.17,4000,-1.8,0,0.4,-1.4,-0.1,0.1,0,-1.5,-1.4,1,-0.4,9.6,-0.1,-0.1,-0.06,-0.05,-0.01,-0.06
황진수,FALSE,TRUE,N,2012,롯데,23,SS,28,20,18,2,2,1,0,0,3,0,2,0,1,0,0,9,1,1,0,0.111,0.158,0.167,0.325,0.151,-21.2,,2400,-2.6,0.4,0,-2.2,0,0.2,0.2,-2.2,-2,0.9,-1.1,9.17,-0.2,-0.19,-0.14,-0.12,0,-0.12
황진수,FALSE,TRUE,N,2013,롯데,24,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,2700,0,0,0,0,0,0,0,0,0,0,0,9.97,0,0,0,0,0,0
황진수,FALSE,TRUE,N,2014,롯데,25,SS,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-134.8,-0.01,2500,-1.7,0,0,-1.7,0.1,0.1,0.2,-1.5,-1.5,0.3,-1.2,11.41,-0.1,-0.12,-0.12,-0.12,0.01,-0.1
황진수,FALSE,TRUE,N,2015,롯데,26,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132.4,-0.01,2800,-0.6,0,0,-0.6,0.1,0,0.1,-0.5,-0.5,0.1,-0.4,10.5,0,-0.05,-0.05,-0.05,0.01,-0.04
황진수,FALSE,TRUE,N,2016,롯데,27,,11,10,10,2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,-133.8,-0.33,2800,-3.3,-0.5,0.2,-3.6,-0.1,0,-0.1,-3.7,-3.7,0.6,-3.1,11.03,-0.3,-0.26,-0.28,-0.28,-0.01,-0.29
황진수,FALSE,TRUE,N,2017,롯데,28,3B,60,133,117,18,34,6,2,1,47,16,4,0,10,3,0,38,2,2,1,0.291,0.359,0.402,0.761,0.341,94.5,-0.5,2800,-1.1,0.9,1.1,0.9,2.3,0.2,2.4,3.2,3.3,7.3,10.7,10.85,0.3,0.45,0.64,0.65,0.21,0.86
황진수,FALSE,TRUE,N,2018,롯데,29,3B,18,26,24,6,4,1,0,1,8,1,1,0,2,0,0,5,0,0,0,0.167,0.231,0.333,0.564,0.246,30.9,-0.13,6200,-2.5,0.2,0.1,-2.3,-1,0.1,-1,-3.3,-3.2,1.5,-1.7,11.13,-0.3,-0.12,-0.09,-0.09,-0.09,-0.18
황진수,TRUE,TRUE,N,2019,롯데,30,3B,6,4,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.25,0,0.25,0.18,-3.5,0.03,4000,-0.5,0,0,-0.5,0.2,0,0.2,-0.3,-0.2,0.2,0,9.6,0,-0.03,-0.03,-0.03,0.02,-0.01
